iter	RMSE
672	7.305198193
673	7.304957763
674	7.304810931
675	7.304564856
676	7.304390329
677	7.30419003
678	7.303911432
679	7.303746734
680	7.303596428
681	7.303422689
682	7.30317547
683	7.303007482
684	7.302756908
685	7.302603473
686	7.302388083
687	7.302189927
688	7.301992344
689	7.301781676
690	7.301549224
691	7.301382545
692	7.301268449
693	7.301053705
694	7.300898257
695	7.300754331
696	7.300593202
697	7.300380936
698	7.300155968
699	7.299951358
700	7.299739269
701	7.299547238
702	7.299362708
703	7.299145079
704	7.2989514
705	7.29874042
706	7.298601307
707	7.298430425
708	7.29826517
709	7.298059236
710	7.297858743
711	7.297654554
712	7.297494964
713	7.297295397
714	7.297083118
715	7.296844647
716	7.296704284
717	7.296531077
718	7.296291081
719	7.296074594
720	7.295855231
721	7.295651658
722	7.295478917
723	7.295337577
724	7.295181007
725	7.29493917
726	7.294769216
727	7.294631221
728	7.294412445
729	7.294235567
730	7.294049203
731	7.293888884
732	7.293694452
733	7.293519755
734	7.293385635
735	7.293187331
736	7.293075622
737	7.2928782
738	7.292699926
739	7.292482024
740	7.292304319
741	7.292120501
742	7.291947401
743	7.29175324
744	7.291558398
745	7.291435511
746	7.291293017
747	7.29110278
748	7.290897976
749	7.290754689
750	7.290625293
751	7.2904507
752	7.290244236
753	7.290058689
754	7.289839254
755	7.289682698
756	7.289503274
757	7.289291203
758	7.289095607
759	7.288972714
760	7.288781645
761	7.288594467
762	7.288492243
763	7.288291911
764	7.288103159
765	7.287870398
766	7.287694635
767	7.287497363
768	7.287327561
769	7.287083442
770	7.286933851
771	7.286797577
772	7.286641419
773	7.286506804
774	7.286352192
775	7.286142264
776	7.285966508
777	7.285775569
778	7.285635212
779	7.285437165
780	7.285280115
781	7.285090593
782	7.284886826
783	7.284707884
784	7.284512846
785	7.2843243
786	7.284200636
787	7.284074269
788	7.283962507
789	7.283769796
790	7.283649738
791	7.283472625
792	7.283266412
793	7.283170837
794	7.283020956
795	7.282812483
796	7.282623748
797	7.28243834
798	7.282294729
799	7.282133247
800	7.281970528
801	7.281808524
802	7.28162308
803	7.281493741
804	7.281347087
805	7.281139867
806	7.280988067
807	7.280860914
808	7.280778487
809	7.28057622
810	7.280442573
811	7.280336849
812	7.280153393
813	7.279925438
814	7.279733173
815	7.279599894
816	7.279445542
817	7.279328726
818	7.279138232
819	7.279000298
820	7.278853929
821	7.278698191
822	7.27849382
823	7.278302932
824	7.278154404
825	7.278039199
826	7.277898156
827	7.277714545
828	7.277525065
829	7.277332153
830	7.277161113
831	7.277027011
832	7.276886095
833	7.276676221
834	7.276557829
835	7.276413574
836	7.276251542
837	7.276113767
838	7.275922227
839	7.275733906
840	7.275622387
841	7.2754722
842	7.275289275
843	7.275160986
844	7.275016404
845	7.274931908
846	7.274772349
847	7.274600535
848	7.274439928
849	7.274279867
850	7.27408052
851	7.273852499
852	7.273711017
853	7.273522481
854	7.273429261
855	7.273232397
856	7.273097992
857	7.272989298
858	7.272795844
859	7.272631597
860	7.272508628
861	7.272334427
862	7.272201224
863	7.272052424
864	7.271920059
865	7.27172444
866	7.271615479
867	7.271468841
868	7.271286068
869	7.271134905
870	7.271027644
871	7.270846632
872	7.270725865
873	7.270547859
874	7.270378687
875	7.270209718
876	7.269988998
877	7.269853983
878	7.269720142
879	7.269595049
880	7.269454986
881	7.269322558
882	7.26923292
883	7.269031558
884	7.268880219
885	7.268704419
886	7.268607817
887	7.268451754
888	7.268292216
889	7.268177938
890	7.268072783
891	7.267907372
892	7.267714018
893	7.267625813
894	7.267466542
895	7.267285518
896	7.267194486
897	7.267025425
898	7.266886509
899	7.266697736
900	7.266523239
901	7.266374735
902	7.266249893
903	7.266098349
904	7.26602355
905	7.265933829
906	7.265812453
907	7.26565437
908	7.265489141
909	7.265294508
910	7.265167301
911	7.264991782
912	7.264809553
913	7.264676144
914	7.26449034
915	7.264324836
916	7.264162762
917	7.264005728
918	7.263879315
919	7.26374964
920	7.263600082
921	7.263473061
922	7.263328456
923	7.263228332
924	7.26315812
925	7.263002526
926	7.262910024
927	7.262775887
928	7.262619223
929	7.262450953
930	7.262260198
931	7.262138792
932	7.26200999
933	7.261869562
934	7.261740334
935	7.261575557
936	7.261450555
937	7.26133432
938	7.261196585
939	7.261044445
940	7.260940831
941	7.260813722
942	7.260661153
943	7.260502404
944	7.260344135
945	7.260206035
946	7.260063913
947	7.259971894
948	7.259850373
949	7.259699587
950	7.259530744
951	7.259337835
952	7.259237707
953	7.259072612
954	7.258911959
955	7.258774434
956	7.258659486
957	7.258486924
958	7.258362615
959	7.258230504
960	7.258077758
961	7.257950641
962	7.257757243
963	7.257625748
964	7.25751844
965	7.257410097
966	7.257241835
967	7.257080565
968	7.256940552
969	7.256791144
970	7.256657063
971	7.256516863
972	7.256333516
973	7.256223084
974	7.256122148
975	7.255975166
976	7.255788725
977	7.255642272
978	7.255478824
979	7.255359107
980	7.255215726
981	7.255035563
982	7.254960634
983	7.254883098
984	7.254733043
985	7.254591348
986	7.254461334
987	7.254319638
988	7.254228355
989	7.254088534
990	7.253976752
991	7.253875518
992	7.253704719
993	7.253540713
994	7.253363581
995	7.253195916
996	7.253029427
997	7.252868667
998	7.252770069
999	7.252638879
1000	7.252518465
1001	7.252432297
1002	7.252283266
1003	7.252144958
1004	7.252003118
1005	7.251813249
1006	7.251717245
1007	7.251581747
1008	7.251481969
1009	7.251323692
1010	7.251180095
1011	7.25107282
1012	7.250929349
1013	7.250783137
1014	7.250645699
1015	7.250531466
1016	7.250400944
1017	7.250301798
1018	7.250140899
1019	7.250044751
1020	7.249955803
1021	7.249801754
1022	7.249685304
1023	7.249509317
1024	7.249414426
1025	7.249325072
1026	7.249147265
1027	7.248986044
1028	7.248803726
1029	7.248689069
1030	7.248545431
1031	7.248382957
1032	7.248290366
1033	7.248091323
1034	7.247908782
1035	7.247793597
1036	7.247643113
1037	7.247526009
1038	7.247343766
1039	7.247247753
1040	7.247137675
1041	7.246986819
1042	7.246872213
1043	7.246739571
1044	7.246612811
1045	7.24648106
1046	7.246329551
1047	7.246228151
1048	7.246133485
1049	7.245984745
1050	7.245875773
1051	7.245786865
1052	7.245600813
1053	7.245445112
1054	7.245332532
1055	7.245249006
1056	7.245090696
1057	7.244949034
1058	7.24483796
1059	7.244720918
1060	7.244576817
1061	7.244409447
1062	7.244312276
1063	7.244158832
1064	7.244001433
1065	7.24392304
1066	7.243785547
1067	7.243667369
1068	7.24353306
1069	7.243388908
1070	7.243254237
1071	7.243140639
1072	7.243023594
1073	7.242849059
1074	7.242686386
1075	7.242596045
1076	7.242390543
1077	7.242242777
1078	7.24213946
1079	7.241966598
1080	7.241859284
1081	7.241708605
1082	7.24158727
1083	7.241509687
1084	7.241394486
1085	7.241299396
1086	7.241163618
1087	7.241071342
1088	7.240990344
1089	7.240833577
1090	7.240682414
1091	7.240598483
1092	7.240512575
1093	7.240340233
1094	7.240217748
1095	7.240110259
1096	7.240026395
1097	7.239882494
1098	7.239791939
1099	7.239662156
1100	7.239551341
1101	7.239454281
1102	7.239356303
1103	7.239241908
1104	7.239083645
1105	7.239020436
1106	7.238885611
1107	7.238805899
1108	7.238624918
1109	7.238491716
1110	7.238364186
1111	7.238229849
1112	7.23813611
1113	7.237982108
1114	7.237843618
1115	7.237720742
1116	7.237621592
1117	7.2374883
1118	7.237356802
1119	7.237202116
1120	7.237123814
1121	7.236969394
1122	7.236860298
1123	7.236753436
1124	7.236571051
1125	7.236458695
1126	7.236354458
1127	7.236236482
1128	7.236111922
1129	7.235889591
1130	7.235751895
1131	7.235650742
1132	7.23555194
1133	7.235402932
1134	7.235319059
1135	7.235209723
1136	7.23511445
1137	7.234967319
1138	7.234826975
1139	7.23470583
1140	7.234586839
1141	7.234479337
1142	7.234376943
1143	7.234275503
1144	7.234150197
1145	7.234053513
1146	7.233935053
1147	7.233788666
1148	7.233683487
1149	7.2335352
1150	7.233440007
1151	7.233292804
1152	7.233169561
1153	7.233020962
1154	7.232881681
1155	7.232776888
1156	7.232661605
1157	7.232560051
1158	7.232437727
1159	7.232305796
1160	7.232166376
1161	7.232038454
1162	7.231879508
1163	7.231742144
1164	7.231623495
1165	7.231544974
1166	7.231458655
1167	7.231385399
1168	7.231292035
1169	7.231181068
1170	7.231034065
1171	7.230920734
1172	7.230786842
1173	7.230670584
1174	7.230507205
1175	7.23035212
1176	7.230179557
1177	7.230003609
1178	7.229884968
1179	7.229762866
1180	7.229618958
1181	7.229449831
1182	7.229366596
1183	7.229292051
1184	7.22920655
1185	7.229126736
1186	7.228964324
1187	7.228827466
1188	7.228733997
1189	7.228644281
1190	7.228501155
1191	7.228400068
1192	7.228286408
1193	7.228171362
1194	7.228024975
1195	7.227845052
1196	7.227772972
1197	7.227659734
1198	7.227563981
1199	7.227451669
1200	7.227350986
1201	7.227146723
1202	7.227067424
1203	7.226962298
1204	7.22687713
1205	7.22674393
1206	7.226621571
1207	7.226559578
1208	7.226421573
1209	7.226291982
1210	7.226190189
1211	7.226057101
1212	7.225954054
1213	7.22587195
1214	7.225732417
1215	7.225586034
1216	7.225504013
1217	7.22538045
1218	7.22528931
1219	7.225185296
1220	7.225063325
1221	7.224936737
1222	7.224851807
1223	7.224800147
1224	7.224694568
1225	7.224536895
1226	7.22439044
1227	7.224288846
1228	7.22419249
1229	7.224063263
1230	7.223917502
1231	7.223795427
1232	7.223657248
1233	7.223549124
1234	7.223336214
1235	7.22319919
1236	7.223056878
1237	7.222936448
1238	7.222862895
1239	7.222793387
1240	7.222670374
1241	7.222556742
1242	7.222494547
1243	7.222375225
1244	7.222267613
1245	7.222144702
1246	7.2220693
1247	7.221908915
1248	7.221798604
1249	7.221645296
1250	7.221540595
1251	7.221435521
1252	7.221291809
1253	7.221169369
1254	7.221081089
1255	7.220999942
1256	7.22087714
1257	7.220767081
1258	7.22068677
1259	7.220552086
1260	7.220460314
1261	7.220372309
1262	7.220222385
1263	7.220106659
1264	7.219964219
1265	7.219904058
1266	7.219823806
1267	7.219732172
1268	7.219628426
1269	7.219527711
1270	7.21936941
1271	7.219256012
1272	7.219176596
1273	7.219012768
1274	7.218885201
1275	7.218718725
1276	7.218610621
1277	7.218487192
1278	7.218395144
1279	7.218266616
1280	7.218145716
1281	7.218018821
1282	7.217954796
1283	7.217821261
1284	7.217711555
1285	7.217583118
1286	7.217407685
1287	7.217289455
1288	7.217208145
1289	7.217114684
1290	7.21699451
1291	7.216856294
1292	7.216735463
1293	7.216665191
1294	7.216604795
1295	7.216486082
1296	7.216396861
1297	7.216275394
1298	7.216181571
1299	7.216104343
1300	7.216012389
1301	7.215851374
1302	7.215745708
1303	7.215644332
1304	7.215529458
1305	7.21544413
1306	7.215342482
1307	7.215279503
1308	7.215170194
1309	7.215024114
1310	7.214895114
1311	7.214800246
1312	7.214672178
1313	7.214581982
1314	7.214483691
1315	7.214403299
1316	7.21429967
1317	7.214202661
1318	7.214091595
1319	7.213991973
1320	7.213906109
1321	7.213843339
1322	7.213796602
1323	7.213696541
1324	7.21362462
1325	7.213543186
1326	7.213453202
1327	7.213306741
1328	7.213205837
1329	7.213066872
1330	7.212974897
1331	7.212858776
1332	7.212763573
1333	7.212646595
1334	7.2125807
1335	7.212491003
1336	7.212407804
1337	7.212283782
1338	7.212175006
1339	7.212106606
1340	7.211974193
1341	7.211886957
1342	7.211779731
1343	7.211673489
1344	7.211574589
1345	7.211425164
1346	7.211317749
1347	7.211251629
1348	7.211184182
1349	7.211089418
1350	7.210958318
1351	7.210865024
1352	7.210800999
1353	7.210682445
1354	7.210562573
1355	7.210493827
1356	7.210371953
1357	7.210293432
1358	7.210178971
1359	7.210105038
1360	7.209998615
1361	7.209879219
1362	7.209789745
1363	7.209723429
1364	7.209602249
1365	7.209484386
1366	7.209375343
1367	7.209277023
1368	7.209197681
1369	7.209116536
1370	7.20898587
1371	7.208851337
1372	7.208755591
1373	7.208636549
1374	7.208560273
1375	7.208486534
1376	7.208415541
1377	7.208285756
1378	7.208161382
1379	7.208038076
1380	7.20797523
1381	7.207879234
1382	7.207743733
1383	7.207603739
1384	7.20747439
1385	7.207375176
1386	7.207219345
1387	7.207117192
1388	7.207020955
1389	7.20693637
1390	7.2068419
1391	7.206728877
1392	7.206641962
1393	7.206521214
1394	7.206405688
1395	7.206332037
1396	7.20626512
1397	7.206174684
1398	7.206109554
1399	7.206024484
1400	7.20593563
1401	7.205841103
1402	7.205729438
1403	7.205663285
1404	7.205528813
1405	7.205411563
1406	7.205233597
1407	7.205128937
1408	7.205058894
1409	7.204983336
1410	7.20492283
1411	7.204828234
1412	7.204754861
1413	7.204639909
1414	7.20455776
1415	7.204491079
1416	7.204393214
1417	7.204316681
1418	7.204187314
1419	7.204052671
1420	7.20391632
1421	7.203841688
1422	7.203732972
1423	7.203615983
1424	7.203522157
1425	7.203392664
1426	7.20329708
1427	7.203213129
1428	7.203097043
1429	7.203000602
1430	7.202950223
1431	7.202863237
1432	7.202740211
1433	7.202625526
1434	7.202529876
1435	7.202453447
1436	7.202341582
1437	7.202262483
1438	7.202202424
1439	7.202089739
1440	7.202014598
1441	7.201915478
1442	7.201850805
1443	7.201720215
1444	7.201593329
1445	7.201499556
1446	7.201397839
1447	7.201361795
1448	7.201247173
1449	7.201152638
1450	7.201067995
1451	7.200948382
1452	7.200835682
1453	7.200756678
1454	7.200699315
1455	7.200576832
1456	7.20046869
1457	7.200409314
1458	7.200310464
1459	7.200229231
1460	7.200159187
1461	7.200039384
1462	7.19993453
1463	7.199829305
1464	7.199694049
1465	7.199583065
1466	7.199525865
1467	7.199453342
1468	7.199376901
1469	7.19928369
1470	7.199180725
1471	7.19909773
1472	7.199025539
1473	7.198891401
1474	7.198804653
1475	7.198664351
1476	7.198589964
1477	7.198513508
1478	7.198445609
1479	7.198326502
1480	7.198235788
1481	7.198105855
1482	7.197944037
1483	7.197812544
1484	7.197734881
1485	7.197652156
1486	7.19756981
1487	7.197434728
1488	7.197335469
1489	7.197266776
1490	7.197107025
1491	7.196976873
1492	7.196868512
1493	7.196772059
1494	7.196698012
1495	7.196614523
1496	7.19654377
1497	7.196434523
1498	7.1963469
1499	7.196254966
